Date,Category,0001111058033,0001111050649,0001111042139,0004900007940,0001111086992,0004900007934,0004610000122,0001376402705,0001111009773,0001111058739,0000000004023,0001111080804,0001111083763,0002100061223,0000000004080,0007218063429,0001111086982,0002410078895,0002100065883,0007066201003,0000000004075,0001600026316,0004470003053,0001111058718,0000000004132,0001111061376,0001111058913,0001111071786,0004470003050,0001111001446,0003338320038,0004411540304,0000000004134,0001111050219,0001111087397,0003890000143,0000000004093,0007585601113,0000000004087,0002840051685,0001111082202,0001600043101,0007218063983,0001111083141,0001111087587,0004400006925,0004900007932,0003500051406,0001111002283,0003500047013,0004460000888,0081655901302,0072225266004,0001111001648,0002220094020,0000000004062,0001111001821,0001111072567,0002898910102,0001070008813,0000000004011,0000000004065,0001111089870,0003400011470,0000000004038,0001111081018,0003800019973,0004610000113,0000000004640,0007794800907,0001111050176,0001111071791,0001111087375,0001111080803,0001111071789,0001111004409,0007794800903,0001111008418,0004157359131,0002100004583,0001111009528,0001111090329,0001111008419,0001111050643,0001111050638,0001111089741,0003338320030,0001111087583,0004610000268,0001111050659,0001111083733,0004157322510,0007432373660,0001111090331,0000000004401,0001111010765,0001111082646,0001111010003,0001111041375
10/5/2022,price,3.79,0.6,1.29,1.5,3.49,1.5,3.99,7.79,1.49,4.79,2.99,0.89,1.69,4.29,3.49,5.79,1.99,4.29,1.25,0.5,1.99,2.49,5.79,3.99,1.69,6.99,7.99,0.99,5.79,1.99,4.99,4.49,1.99,0.6,5.99,2.89,1.49,5.29,0.99,5.59,1.99,7.49,7.29,1.59,3.19,4.29,1.5,,1.99,2.49,3.99,1.19,6.99,2.49,3.79,1.19,2.19,0.89,5.49,1.39,0.69,0.99,3.29,1.39,2.49,1.09,5.99,3.99,2.49,2.39,3.69,0.99,0.89,0.89,0.89,1.69,2.39,1.99,5.49,4.69,2.79,2.39,1.99,0.6,0.6,1.25,6.99,2.49,3.99,0.6,1.69,2.49,3.29,2.39,2.49,2.99,1.67,2.79,2.79
10/5/2022,sale_price,0,0,0,1.0,0,1.0,0,5.99,0,0,0.0,0,0,0,2.99,4.99,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,3.49,0.0,0,4.99,0,0.0,4,0.0,0.0,0,6.99,6.79,0,0,3.5,1.0,,0,0.99,0,0,0,0,1.5,0.0,0.0,0,0,1.25,0,0.0,0,1.25,1.99,1,0,0,0.0,1.88,0,0,0,0,0,0,1.88,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0.0,0,0,0,2.69
10/6/2022,price,3.79,0.6,1.29,1.5,3.49,1.5,3.99,7.79,1.49,4.79,2.99,0.89,1.69,4.29,3.49,5.79,1.99,4.29,1.25,0.5,1.99,2.49,5.79,3.99,1.69,6.99,7.99,0.99,5.79,1.99,4.99,4.49,1.99,0.6,5.99,2.89,1.49,5.29,0.99,5.59,1.99,7.49,7.29,1.59,3.19,4.29,1.5,2.99,1.99,2.49,3.99,1.19,6.99,2.49,3.79,1.19,2.19,0.89,5.49,1.39,0.69,0.99,3.29,1.39,2.49,1.09,5.99,3.99,2.49,2.39,3.69,0.99,0.89,0.89,0.89,1.69,2.39,1.99,5.49,4.69,2.79,2.39,1.99,0.6,0.6,1.25,6.99,2.49,3.99,0.6,1.69,2.49,3.29,2.39,2.49,2.99,1.67,2.79,2.79
10/6/2022,sale_price,0,0,0,1.0,0,1.0,0,5.99,0,0,0.0,0,0,0,2.99,4.99,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,3.49,0.0,0,4.99,0,0.0,4,0.0,0.0,0,6.99,6.79,0,0,3.5,1.0,1.25,0,0.99,0,0,0,0,1.5,0.0,0.0,0,0,1.25,0,0.0,0,1.25,1.99,1,0,0,0.0,1.88,0,0,0,0,0,0,1.88,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0.0,0,0,0,2.69
10/6/2022,inventory,HIGH,HIGH,HIGH,,TEMPORARILY_OUT_OF_STOCK,,HIGH,,LOW,HIGH,,HIGH,LOW,HIGH,,,TEMPORARILY_OUT_OF_STOCK,HIGH,HIGH,HIGH,,HIGH,HIGH,HIGH,,,HIGH,HIGH,HIGH,TEMPORARILY_OUT_OF_STOCK,,HIGH,,TEMPORARILY_OUT_OF_STOCK,HIGH,HIGH,,HIGH,,,HIGH,HIGH,,HIGH,HIGH,,,HIGH,HIGH,HIGH,HIGH,TEMPORARILY_OUT_OF_STOCK,HIGH,HIGH,HIGH,,,HIGH,TEMPORARILY_OUT_OF_STOCK,HIGH,,,HIGH,HIGH,,HIGH,HIGH,HIGH,,,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,,TEMPORARILY_OUT_OF_STOCK,LOW,HIGH,LOW,TEMPORARILY_OUT_OF_STOCK,HIGH,HIGH,LOW,HIGH,,HIGH,HIGH,HIGH,HIGH,,,HIGH,,LOW,HIGH,HIGH,HIGH
10/7/2022,inventory,HIGH,HIGH,HIGH,,HIGH,,HIGH,,LOW,HIGH,,HIGH,LOW,HIGH,,,HIGH,HIGH,HIGH,HIGH,,HIGH,LOW,HIGH,,,HIGH,HIGH,HIGH,TEMPORARILY_OUT_OF_STOCK,,HIGH,,TEMPORARILY_OUT_OF_STOCK,HIGH,HIGH,,HIGH,,,HIGH,HIGH,,HIGH,HIGH,,,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,,,HIGH,TEMPORARILY_OUT_OF_STOCK,HIGH,,,HIGH,HIGH,,HIGH,HIGH,HIGH,,,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,,TEMPORARILY_OUT_OF_STOCK,LOW,HIGH,TEMPORARILY_OUT_OF_STOCK,TEMPORARILY_OUT_OF_STOCK,LOW,HIGH,HIGH,HIGH,,HIGH,HIGH,HIGH,HIGH,,,HIGH,,LOW,HIGH,HIGH,HIGH
10/7/2022,price,3.79,0.6,1.29,1.5,3.49,1.5,3.99,7.79,1.49,4.79,2.99,0.89,1.69,4.29,3.49,5.79,1.99,4.29,1.25,0.5,1.99,2.49,5.79,3.99,1.69,6.99,7.99,0.99,5.79,1.99,4.99,4.49,1.99,0.6,5.99,2.89,1.49,5.29,0.99,5.59,1.99,7.49,7.29,1.59,3.19,4.29,1.5,2.99,1.99,2.49,3.99,1.19,6.99,2.49,3.79,1.19,2.19,0.89,5.49,1.39,0.69,0.99,3.29,1.39,2.49,1.09,5.99,3.99,2.49,2.39,3.69,0.99,0.89,0.89,0.89,1.69,2.39,1.99,5.49,4.69,2.79,2.39,1.99,0.6,0.6,1.25,6.99,2.49,3.99,0.6,1.69,2.49,3.29,2.39,2.49,2.99,1.67,2.79,2.79
10/7/2022,sale_price,0,0,0,1.0,0,1.0,0,5.99,0,0,0.0,0,0,0,2.99,4.99,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,3.49,0.0,0,4.99,0,0.0,4,0.0,0.0,0,6.99,6.79,0,0,3.5,1.0,1.25,0,0.99,0,0,0,0,1.5,0.0,0.0,0,0,1.25,0,0.0,0,1.25,1.99,1,0,0,0.0,1.88,0,0,0,0,0,0,1.88,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0.0,0,0,0,2.69
10/8/2022,inventory,HIGH,HIGH,HIGH,,HIGH,,LOW,,LOW,HIGH,,HIGH,LOW,HIGH,,,HIGH,HIGH,HIGH,HIGH,,HIGH,HIGH,HIGH,,,LOW,HIGH,HIGH,TEMPORARILY_OUT_OF_STOCK,,HIGH,,TEMPORARILY_OUT_OF_STOCK,HIGH,HIGH,,HIGH,,,HIGH,LOW,,HIGH,HIGH,,,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,,,HIGH,TEMPORARILY_OUT_OF_STOCK,HIGH,,,HIGH,HIGH,,HIGH,HIGH,LOW,,,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,,LOW,LOW,HIGH,LOW,TEMPORARILY_OUT_OF_STOCK,HIGH,HIGH,HIGH,HIGH,,HIGH,HIGH,HIGH,HIGH,,,HIGH,,LOW,HIGH,HIGH,HIGH
10/8/2022,price,3.79,0.6,1.29,1.5,3.49,1.5,3.99,7.79,1.49,4.79,2.99,0.89,1.69,4.29,3.49,5.79,1.99,4.29,1.25,0.5,1.99,2.49,5.79,3.99,1.69,6.99,7.99,0.99,5.79,1.99,4.99,4.49,1.99,0.6,5.99,2.89,1.49,5.29,0.99,5.59,1.99,7.49,7.29,1.59,3.19,4.29,1.5,2.99,1.99,2.49,3.99,1.19,6.99,2.49,3.79,1.19,2.19,0.89,5.49,1.39,0.69,0.99,3.29,1.39,2.49,1.09,5.99,3.99,2.49,2.39,3.69,0.99,0.89,0.89,0.89,1.69,2.39,1.99,5.49,4.69,2.79,2.39,1.99,0.6,0.6,1.25,6.99,2.49,3.99,0.6,1.69,2.49,3.29,2.39,2.49,2.99,1.67,2.79,2.79
10/8/2022,sale_price,0,0,0,1.0,0,1.0,0,5.99,0,0,0.0,0,0,0,2.99,4.99,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,3.49,0.0,0,4.99,0,0.0,4,0.0,0.0,0,6.99,6.79,0,0,3.5,1.0,1.25,0,0.99,0,0,0,0,1.5,0.0,0.0,0,0,1.25,0,0.0,0,1.25,1.99,1,0,0,0.0,1.88,0,0,0,0,0,0,1.88,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0.0,0,0,0,2.69
10/9/2022,inventory,HIGH,HIGH,HIGH,,LOW,,HIGH,,LOW,HIGH,,HIGH,LOW,HIGH,,,HIGH,HIGH,HIGH,HIGH,,HIGH,HIGH,HIGH,,,HIGH,HIGH,HIGH,TEMPORARILY_OUT_OF_STOCK,,HIGH,,TEMPORARILY_OUT_OF_STOCK,HIGH,HIGH,,LOW,,,HIGH,TEMPORARILY_OUT_OF_STOCK,,HIGH,LOW,,,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,,,HIGH,TEMPORARILY_OUT_OF_STOCK,HIGH,,,LOW,HIGH,,HIGH,HIGH,HIGH,,,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,,LOW,LOW,HIGH,LOW,HIGH,LOW,LOW,HIGH,HIGH,,LOW,HIGH,HIGH,HIGH,,,HIGH,,LOW,HIGH,HIGH,HIGH
10/9/2022,price,3.79,0.6,1.29,1.5,3.49,1.5,3.99,7.79,1.49,4.79,2.99,0.89,1.69,4.29,3.49,5.79,1.99,4.29,1.25,0.5,1.99,2.49,5.79,3.99,1.69,6.99,7.99,0.99,5.79,1.99,4.99,4.49,1.99,0.6,5.99,2.89,1.49,5.29,0.99,5.59,1.99,7.49,7.29,1.59,3.19,4.29,1.5,2.99,1.99,2.49,3.99,1.19,6.99,2.49,3.79,1.19,2.19,0.89,5.49,1.39,0.69,0.99,3.29,1.39,2.49,1.09,5.99,3.99,2.49,2.39,3.69,0.99,0.89,0.89,0.89,1.69,2.39,1.99,5.49,4.69,2.79,2.39,1.99,0.6,0.6,1.25,6.99,2.49,3.99,0.6,1.69,2.49,3.29,2.39,2.49,2.99,1.67,2.79,2.79
10/9/2022,sale_price,0,0,0,1.0,0,1.0,0,5.99,0,0,0.0,0,0,0,2.99,4.99,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,3.49,0.0,0,4.99,0,0.0,4,0.0,0.0,0,6.99,6.79,0,0,3.5,1.0,1.25,0,0.99,0,0,0,0,1.5,0.0,0.0,0,0,1.25,0,0.0,0,1.25,1.99,1,0,0,0.0,1.88,0,0,0,0,0,0,1.88,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0.0,0,0,0,2.69
10/10/2022,price,3.79,0.6,1.29,1.5,3.49,1.5,3.99,7.79,1.49,4.79,2.99,0.89,1.69,4.29,3.49,5.79,1.99,4.29,1.25,0.5,1.99,2.49,5.79,3.99,1.69,6.99,7.99,0.99,5.79,1.99,4.99,4.49,1.99,0.6,5.99,2.89,1.49,5.29,0.99,5.59,1.99,7.49,7.29,1.59,3.19,4.29,1.5,2.99,1.99,2.49,3.99,1.19,6.99,2.49,3.79,1.19,2.19,0.89,5.49,1.39,0.69,0.99,3.29,1.39,2.49,1.09,5.99,3.99,2.49,2.39,3.69,0.99,0.89,0.89,0.89,1.69,2.39,1.99,5.49,4.69,2.79,2.39,1.99,0.6,0.6,1.25,6.99,2.49,3.99,0.6,1.69,2.49,3.29,2.39,2.49,2.99,1.67,2.79,2.79
10/10/2022,sale_price,0,0,0,1.0,0,1.0,0,5.99,0,0,0.0,0,0,0,2.99,4.99,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,3.49,0.0,0,4.99,0,0.0,4,0.0,0.0,0,6.99,6.79,0,0,3.5,1.0,1.25,0,0.99,0,0,0,0,1.5,0.0,0.0,0,0,1.25,0,0.0,0,1.25,1.99,1,0,0,0.0,1.88,0,0,0,0,0,0,1.88,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0.0,0,0,0,2.69
10/10/2022,inventory,HIGH,HIGH,HIGH,,TEMPORARILY_OUT_OF_STOCK,,HIGH,,LOW,HIGH,,HIGH,LOW,HIGH,,,HIGH,HIGH,HIGH,HIGH,,HIGH,HIGH,HIGH,,,HIGH,HIGH,HIGH,TEMPORARILY_OUT_OF_STOCK,,HIGH,,TEMPORARILY_OUT_OF_STOCK,HIGH,HIGH,,HIGH,,,HIGH,TEMPORARILY_OUT_OF_STOCK,,HIGH,LOW,,,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,,,HIGH,TEMPORARILY_OUT_OF_STOCK,HIGH,,,HIGH,HIGH,,HIGH,HIGH,HIGH,,,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,,HIGH,LOW,HIGH,LOW,HIGH,LOW,HIGH,HIGH,HIGH,,HIGH,HIGH,HIGH,HIGH,,,HIGH,,LOW,HIGH,HIGH,HIGH
10/11/2022,inventory,HIGH,HIGH,HIGH,,TEMPORARILY_OUT_OF_STOCK,,HIGH,,LOW,HIGH,,HIGH,LOW,HIGH,,,HIGH,HIGH,HIGH,HIGH,,HIGH,LOW,HIGH,,,LOW,HIGH,HIGH,TEMPORARILY_OUT_OF_STOCK,,HIGH,,TEMPORARILY_OUT_OF_STOCK,HIGH,HIGH,,HIGH,,,HIGH,TEMPORARILY_OUT_OF_STOCK,,HIGH,TEMPORARILY_OUT_OF_STOCK,,,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,,,HIGH,TEMPORARILY_OUT_OF_STOCK,HIGH,,,HIGH,HIGH,,HIGH,HIGH,HIGH,,,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,,HIGH,TEMPORARILY_OUT_OF_STOCK,HIGH,LOW,HIGH,TEMPORARILY_OUT_OF_STOCK,HIGH,HIGH,HIGH,,HIGH,HIGH,HIGH,HIGH,,,HIGH,,LOW,HIGH,HIGH,HIGH
10/11/2022,price,3.79,0.6,1.29,1.5,3.49,1.5,3.99,7.79,1.49,4.79,2.99,0.89,1.69,4.29,3.49,5.79,1.99,4.29,1.25,0.5,1.99,2.49,5.79,3.99,1.69,6.99,7.99,0.99,5.79,1.99,4.99,4.49,1.99,0.6,5.99,2.89,1.49,5.29,0.99,5.59,1.99,7.49,7.29,1.59,3.19,4.29,1.5,2.99,1.99,2.49,3.99,1.19,6.99,2.49,3.79,1.19,2.19,0.89,5.49,1.39,0.69,0.99,3.29,1.39,2.49,1.09,5.99,3.99,2.49,2.39,3.69,0.99,0.89,0.89,0.89,1.69,2.39,1.99,5.49,4.69,2.79,2.39,1.99,0.6,0.6,1.25,6.99,2.49,3.99,0.6,1.69,2.49,3.29,2.39,2.49,2.99,1.67,2.79,2.79
10/11/2022,sale_price,0,0,0,1.0,0,1.0,0,5.99,0,0,0.0,0,0,0,2.99,4.99,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,3.49,0.0,0,4.99,0,0.0,4,0.0,0.0,0,6.99,6.79,0,0,3.5,1.0,1.25,0,0.99,0,0,0,0,1.5,0.0,0.0,0,0,1.25,0,0.0,0,1.25,1.99,1,0,0,0.0,1.88,0,0,0,0,0,0,1.88,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0.0,0,0,0,2.69
10/12/2022,inventory,HIGH,LOW,HIGH,,TEMPORARILY_OUT_OF_STOCK,,HIGH,,LOW,HIGH,,HIGH,LOW,HIGH,,,HIGH,HIGH,HIGH,HIGH,,HIGH,HIGH,HIGH,,,HIGH,HIGH,HIGH,TEMPORARILY_OUT_OF_STOCK,,LOW,,TEMPORARILY_OUT_OF_STOCK,HIGH,HIGH,,HIGH,,,HIGH,TEMPORARILY_OUT_OF_STOCK,,HIGH,HIGH,,,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,LOW,,,HIGH,TEMPORARILY_OUT_OF_STOCK,HIGH,,,HIGH,HIGH,,HIGH,HIGH,HIGH,,,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,,HIGH,TEMPORARILY_OUT_OF_STOCK,HIGH,LOW,HIGH,HIGH,LOW,HIGH,HIGH,,HIGH,HIGH,HIGH,HIGH,,,HIGH,,LOW,HIGH,HIGH,HIGH
10/12/2022,price,3.79,0.6,1.29,1.5,3.49,1.5,3.99,7.79,1.49,4.79,2.99,0.89,1.69,4.29,3.99,5.79,1.99,4.29,1.25,0.5,1.99,2.49,5.79,3.99,1.69,6.99,7.99,0.99,5.79,1.99,4.99,4.49,1.99,0.6,5.99,2.89,1.29,5.29,0.99,5.59,1.99,7.49,7.29,1.59,3.19,4.29,1.5,2.99,1.99,2.49,3.99,1.19,6.99,2.49,3.79,0.99,2.19,0.89,5.49,1.39,0.69,0.99,3.29,1.39,2.49,1.09,5.99,3.99,1.99,2.39,3.69,0.99,0.89,0.89,0.89,1.69,2.39,1.99,5.49,4.69,2.79,2.39,1.99,0.6,0.6,1.25,6.99,2.49,3.99,0.6,1.69,2.49,3.29,2.39,2.49,2.99,1.67,2.79,2.79
10/12/2022,sale_price,0,0,1.19,0.0,0,0.0,3,5.99,0,0,0.0,0,0,0,2.99,5.49,0,0,0,0,0,0,5.49,0,0.0,0,0,0,5.49,0,0,3.49,0.0,0,4.99,0,0.0,4,0.0,0.0,0,6.99,6.79,0,0,0.0,0.0,1.25,0,0.99,0,0,0,0,1.5,0.0,0.0,0,0,1.25,0,0.0,0,1.25,0,1,0,3,0.0,1.88,3.29,0,0,0,0,0,1.88,0,4.99,0,0,0,0,0,0,0,0,0,3,0,0,2.0,0,0,0.0,0,0,0,2.69
10/13/2022,inventory,HIGH,TEMPORARILY_OUT_OF_STOCK,HIGH,,TEMPORARILY_OUT_OF_STOCK,,HIGH,,LOW,HIGH,,HIGH,LOW,HIGH,,,LOW,HIGH,HIGH,HIGH,,HIGH,TEMPORARILY_OUT_OF_STOCK,HIGH,,,HIGH,HIGH,HIGH,TEMPORARILY_OUT_OF_STOCK,,LOW,,TEMPORARILY_OUT_OF_STOCK,HIGH,HIGH,,HIGH,,,HIGH,TEMPORARILY_OUT_OF_STOCK,,HIGH,HIGH,,,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,LOW,,,HIGH,TEMPORARILY_OUT_OF_STOCK,HIGH,,,HIGH,HIGH,,HIGH,HIGH,HIGH,,,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,,LOW,TEMPORARILY_OUT_OF_STOCK,HIGH,TEMPORARILY_OUT_OF_STOCK,HIGH,TEMPORARILY_OUT_OF_STOCK,TEMPORARILY_OUT_OF_STOCK,HIGH,HIGH,,HIGH,HIGH,HIGH,HIGH,,,HIGH,,LOW,HIGH,HIGH,HIGH
10/13/2022,price,3.79,0.6,1.29,1.5,3.49,1.5,3.99,7.79,1.49,4.79,2.99,0.89,1.69,4.29,3.99,5.79,1.99,4.29,1.25,0.5,1.99,2.49,5.79,3.99,1.69,6.99,7.99,0.99,5.79,1.99,4.99,4.49,1.99,0.6,5.99,2.89,1.29,5.29,0.99,5.59,1.99,7.49,7.29,1.59,3.19,4.29,1.5,2.99,1.99,2.49,3.99,1.19,6.99,2.49,3.79,0.99,2.19,0.89,5.49,1.39,0.69,0.99,3.29,1.39,2.49,1.09,5.99,3.99,1.99,2.39,3.69,0.99,0.89,0.89,0.89,1.69,2.39,1.99,5.49,4.69,2.79,2.39,1.99,0.6,0.6,1.25,6.99,2.49,3.99,0.6,1.69,2.49,3.29,2.39,2.49,2.99,1.67,2.79,2.79
10/13/2022,sale_price,0,0,1.19,0.0,0,0.0,3,5.99,0,0,0.0,0,0,0,2.99,5.49,0,0,0,0,0,0,5.49,0,0.0,0,0,0,5.49,0,0,3.49,0.0,0,4.99,0,0.0,4,0.0,0.0,0,6.99,6.79,0,0,0.0,0.0,1.25,0,0.99,0,0,0,0,1.5,0.0,0.0,0,0,1.25,0,0.0,0,1.25,0,1,0,3,0.0,1.88,3.29,0,0,0,0,0,1.88,0,4.99,0,0,0,0,0,0,0,0,0,3,0,0,2.0,0,0,0.0,0,0,0,2.69
10/14/2022,inventory,HIGH,HIGH,HIGH,,TEMPORARILY_OUT_OF_STOCK,,HIGH,,HIGH,HIGH,,HIGH,TEMPORARILY_OUT_OF_STOCK,HIGH,,,LOW,HIGH,HIGH,HIGH,,HIGH,TEMPORARILY_OUT_OF_STOCK,HIGH,,,HIGH,HIGH,HIGH,TEMPORARILY_OUT_OF_STOCK,,HIGH,,TEMPORARILY_OUT_OF_STOCK,HIGH,HIGH,,HIGH,,,HIGH,TEMPORARILY_OUT_OF_STOCK,,HIGH,HIGH,,,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,,,HIGH,TEMPORARILY_OUT_OF_STOCK,HIGH,,,HIGH,HIGH,,HIGH,HIGH,HIGH,,,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,,HIGH,TEMPORARILY_OUT_OF_STOCK,HIGH,TEMPORARILY_OUT_OF_STOCK,HIGH,HIGH,HIGH,HIGH,HIGH,,HIGH,HIGH,HIGH,HIGH,,,HIGH,,LOW,HIGH,HIGH,HIGH
10/14/2022,price,3.79,0.6,1.29,1.5,3.49,1.5,3.99,7.79,1.49,4.79,2.99,0.89,1.69,4.29,3.99,5.79,1.99,4.29,1.25,0.5,1.99,2.49,5.79,3.99,1.69,6.99,7.99,0.99,5.79,1.99,4.99,4.49,1.99,0.6,5.99,2.89,1.29,5.29,0.99,5.59,1.99,7.49,7.29,1.59,3.19,4.29,1.5,2.99,1.99,2.49,3.99,1.19,6.99,2.49,3.79,0.99,2.19,0.89,5.49,1.39,0.69,0.99,3.29,1.39,2.49,1.09,5.99,3.99,1.99,2.39,3.69,0.99,0.89,0.89,0.89,1.69,2.39,1.99,5.49,4.69,2.79,2.39,1.99,0.6,0.6,1.25,6.99,2.49,3.99,0.6,1.69,2.49,3.29,2.39,2.49,2.99,1.67,2.79,2.79
10/14/2022,sale_price,0,0,1.19,0.0,0,0.0,3,5.99,0,0,0.0,0,0,0,2.99,5.49,0,0,0,0,0,0,5.49,0,0.0,0,0,0,5.49,0,0,3.49,0.0,0,4.99,0,0.0,4,0.0,0.0,0,6.99,6.79,0,0,0.0,0.0,1.25,0,0.99,0,0,0,0,1.5,0.0,0.0,0,0,1.25,0,0.0,0,1.25,0,1,0,3,0.0,1.88,3.29,0,0,0,0,0,1.88,0,4.99,0,0,0,0,0,0,0,0,0,3,0,0,2.0,0,0,0.0,0,0,0,2.69
10/15/2022,inventory,HIGH,HIGH,HIGH,,TEMPORARILY_OUT_OF_STOCK,,HIGH,,HIGH,HIGH,,HIGH,TEMPORARILY_OUT_OF_STOCK,HIGH,,,LOW,HIGH,HIGH,HIGH,,HIGH,TEMPORARILY_OUT_OF_STOCK,HIGH,,,HIGH,HIGH,HIGH,TEMPORARILY_OUT_OF_STOCK,,HIGH,,TEMPORARILY_OUT_OF_STOCK,HIGH,HIGH,,HIGH,,,HIGH,TEMPORARILY_OUT_OF_STOCK,,HIGH,HIGH,,,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,,,HIGH,TEMPORARILY_OUT_OF_STOCK,HIGH,,,HIGH,HIGH,,HIGH,HIGH,HIGH,,,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,,TEMPORARILY_OUT_OF_STOCK,TEMPORARILY_OUT_OF_STOCK,HIGH,TEMPORARILY_OUT_OF_STOCK,HIGH,HIGH,HIGH,HIGH,HIGH,,HIGH,HIGH,HIGH,HIGH,,,HIGH,,LOW,HIGH,HIGH,HIGH
10/15/2022,price,3.79,0.6,1.29,1.5,3.49,1.5,3.99,7.79,1.49,4.79,2.99,0.89,1.69,4.29,3.99,5.79,1.99,4.29,1.25,0.5,1.99,2.49,5.79,3.99,1.69,6.99,7.99,0.99,5.79,1.99,4.99,4.49,1.99,0.6,5.99,2.89,1.29,5.29,0.99,5.59,1.99,7.49,7.29,1.59,3.19,4.29,1.5,2.99,1.99,2.49,3.99,1.19,6.99,2.49,3.79,0.99,2.19,0.89,5.49,1.39,0.69,0.99,3.29,1.39,2.49,1.09,5.99,3.99,1.99,2.39,3.69,0.99,0.89,0.89,0.89,1.69,2.39,1.99,5.49,4.69,2.79,2.39,1.99,0.6,0.6,1.25,6.99,2.49,3.99,0.6,1.69,2.49,3.29,2.39,2.49,2.99,1.67,2.79,2.79
10/15/2022,sale_price,0,0,1.19,0.0,0,0.0,3,5.99,0,0,0.0,0,0,0,2.99,5.49,0,0,0,0,0,0,5.49,0,0.0,0,0,0,5.49,0,0,3.49,0.0,0,4.99,0,0.0,4,0.0,0.0,0,6.99,6.79,0,0,0.0,0.0,1.25,0,0.99,0,0,0,0,1.5,0.0,0.0,0,0,1.25,0,0.0,0,1.25,0,1,0,3,0.0,1.88,3.29,0,0,0,0,0,1.88,0,4.99,0,0,0,0,0,0,0,0,0,3,0,0,2.0,0,0,0.0,0,0,0,2.69
10/16/2022,price,3.79,0.6,1.29,1.5,3.49,1.5,3.99,7.79,1.49,4.79,2.99,0.89,1.69,4.29,3.99,5.79,1.99,4.29,1.25,0.5,1.99,2.49,5.79,3.99,1.69,6.99,7.99,0.99,5.79,1.99,4.99,4.49,1.99,0.6,5.99,2.89,1.29,5.29,0.99,5.59,1.99,7.49,7.29,1.59,3.19,4.29,1.5,2.99,1.99,2.49,3.99,1.19,6.99,2.49,3.79,0.99,2.19,0.89,5.49,1.39,0.69,0.99,3.29,1.39,2.49,1.09,5.99,3.99,1.99,2.39,3.69,0.99,0.89,0.89,0.89,1.69,2.39,1.99,5.49,4.69,2.79,2.39,1.99,,0.6,1.25,6.99,2.49,3.99,0.6,1.69,2.49,3.29,2.39,2.49,2.99,1.67,2.79,2.79
10/16/2022,sale_price,0,0,1.19,0.0,0,0.0,3,5.99,0,0,0.0,0,0,0,2.99,5.49,0,0,0,0,0,0,5.49,0,0.0,0,0,0,5.49,0,0,3.49,0.0,0,4.99,0,0.0,4,0.0,0.0,0,6.99,6.79,0,0,0.0,0.0,1.25,0,0.99,0,0,0,0,1.5,0.0,0.0,0,0,1.25,0,0.0,0,1.25,0,1,0,3,0.0,1.88,3.29,0,0,0,0,0,1.88,0,4.99,0,0,0,0,,0,0,0,0,3,0,0,2.0,0,0,0.0,0,0,0,2.69
